Genero,Artista,Albums
Rock,Fleetwood Mac,"alb.661196146,alb.661073137,alb.660985318,alb.660626004,alb.660800713,alb.576334017,alb.418883126,alb.418919899,alb.611958859,alb.416792672,alb.336538474,alb.327530072,alb.325482011,alb.295660519,alb.295795764,alb.410969647,alb.469935584,alb.256171041,alb.256812046,alb.256812238,alb.256814139,alb.411004429,alb.239812448,alb.411069782,alb.428630171,alb.234193447,alb.234193578,alb.234193617,alb.234198086,alb.234192959,alb.234193108,alb.234193213,alb.234193244,alb.234193696,alb.234193796,alb.54410578,alb.54248812,alb.57675136,alb.32034953,alb.207308373,alb.56942431,alb.57548749,alb.24774259,alb.22872814,alb.55265055,alb.55264931,alb.119905403,alb.71062973,alb.57277916,alb.71915308,alb.118497295,alb.118795585,alb.235730114,alb.498354100,alb.6708535,alb.6708523,alb.6356507,alb.6356506,alb.6087107,alb.428651966,alb.298664,alb.54136024,alb.317403,alb.411196183,alb.118988,alb.127146,alb.57671124,alb.208333,alb.70824022,alb.185387657,alb.503418203,alb.114970,alb.57677274,alb.120494,alb.174326,alb.124670,alb.28661090,alb.248100,alb.277150,alb.120904,alb.111947,alb.229182,alb.28661089,alb.163201,alb.28661088,alb.27748873,alb.103439,alb.57673855,alb.259946,alb.119587,alb.58973770,alb.57838273,alb.190875,alb.430543113,alb.71142741,alb.225964,alb.410984376,alb.102276,alb.105770,alb.92822,alb.28190127,alb.238357840,alb.411142220,alb.28190128,alb.411229271,alb.467597217,alb.573282615,alb.573204337,alb.144813,alb.207308664,alb.411053934,alb.207308564,alb.411083922,alb.411046949,alb.442026326,alb.442026416,alb.110772860,alb.110772901,alb.411224950,alb.468500105,alb.503418112,alb.524096609,alb.70964438,alb.26742349,alb.410994630,alb.467596523,alb.503417960,alb.101364,alb.256812173,alb.411028800,alb.435520691,alb.142156,alb.256812086,alb.411029849,alb.435520905,alb.199955,alb.256813056,alb.411028242,alb.484905965,alb.242115,alb.256814549,alb.411026028,alb.487855797,alb.663424152,alb.664415893,alb.6584768,alb.58259533,alb.261901,alb.256812185,alb.411023053,alb.435520712,alb.663390482,alb.664415663,alb.113351,alb.256814160,alb.411035158,alb.628475381,alb.628185729,alb.660618007,alb.663389035,alb.57678472,alb.57514075,alb.336554539,alb.336549592,alb.410932316,alb.504230885,alb.129830,alb.659985979,alb.663389344,alb.6584765,alb.6584764,alb.58831588,alb.58310406,alb.6584763,alb.57669955,alb.58824923,alb.72399615,alb.72125918,alb.158786"
Rock,Kim Carnes,"alb.272774207,alb.272772838,alb.272789996,alb.272791494,alb.271923695,alb.271908410,alb.57923663,alb.48937241,alb.47963078,alb.47868451,alb.39835596,alb.130346128,alb.11369204,alb.119007430,alb.7610512,alb.292468,alb.265703,alb.304112,alb.122553,alb.272774260,alb.272791842,alb.182537,alb.215952,alb.155805,alb.253043,alb.317813,alb.307696,alb.275576,alb.163765,alb.280958,alb.303431,alb.267300,alb.303432,alb.305320,alb.303433,alb.105685,alb.50362346,alb.150891,alb.644353532,alb.18738130,alb.50464913,alb.644351967,alb.644390471,alb.622022967,alb.622000308,alb.11944247,alb.150892,alb.533350909,alb.150890"
Rock,Gary Wright,"alb.234045965,alb.292830098,alb.428639135,alb.38742871,alb.62508387,alb.107441881,alb.97926,alb.531620158,alb.24222865,alb.62363237,alb.9491331,alb.9491330,alb.269501401,alb.269501466,alb.8937637,alb.62363398,alb.7568390,alb.272911,alb.47755411,alb.16220532,alb.240040,alb.62363749,alb.80818319,alb.240039,alb.162819768,alb.441937641,alb.104669,alb.16220541,alb.8910654,alb.62363245,alb.8090869,alb.7515110,alb.7515111,alb.7515112,alb.453370539"
Rock,Firefall,"alb.601510253,alb.635636989,alb.529098917,alb.400937215,alb.341184412,alb.312773814,alb.285928362,alb.197667400,alb.46136547,alb.27747157,alb.9265426,alb.9265427,alb.472016832,alb.484598951,alb.7357898,alb.438925841,alb.9058001,alb.490438927,alb.122868,alb.4994827,alb.4994923,alb.168953,alb.109827,alb.266973,alb.483329784,alb.122867,alb.215015,alb.491690477,alb.101631,alb.126188,alb.18405650,alb.230592,alb.122869,alb.9058002,alb.122870,alb.424489732,alb.7161949,alb.131721,alb.562515239,alb.131720,alb.9057521,alb.209065,alb.255350"
Rock,Indigo Girls,"alb.475233495,alb.476038861,alb.320305799,alb.318343981,alb.359877029,alb.625623733,alb.188062525,alb.187692456,alb.107087989,alb.49975395,alb.320981661,alb.320992708,alb.41325204,alb.42962189,alb.50276473,alb.521261897,alb.38748593,alb.50276231,alb.324944360,alb.56532350,alb.26679834,alb.26360362,alb.50273601,alb.50276141,alb.11571657,alb.56671112,alb.119991719,alb.7376295,alb.5003421,alb.58123939,alb.4939057,alb.4939058,alb.4938935,alb.102059,alb.277847,alb.58306376,alb.58303913,alb.122596,alb.303884,alb.315307,alb.270597,alb.134273,alb.140909,alb.56530891,alb.42466027,alb.232241,alb.168772,alb.58711814,alb.71622935,alb.254574,alb.253385,alb.243947,alb.253391,alb.58096363,alb.108125,alb.52509652,alb.57705490,alb.315759,alb.9600492,alb.34166376,alb.100297,alb.56942414,alb.114518,alb.166534,alb.57677902,alb.71179894,alb.126256,alb.261753,alb.258763,alb.56545756"
Rock,The Tallest Man On Earth,"alb.698459963,alb.360594757,alb.185235885,alb.185236034,alb.61113279,alb.111336421,alb.134671836,alb.351841226,alb.70049295,alb.111346458,alb.32992737,alb.70277534,alb.134670256,alb.351841111,alb.20556939,alb.40081806,alb.54572634,alb.13035295"
Rock,Front Porch Step,"alb.254601482,alb.253424359,alb.127537773,alb.184809414,alb.189439932"
Rock,Poi Dog Pondering,"alb.507713271,alb.507712924,alb.507712755,alb.340133519,alb.194412040,alb.129624614,alb.129674646,alb.19381646,alb.7309462,alb.42157904,alb.18066035,alb.296979,alb.113564,alb.18066052,alb.105970,alb.102946,alb.102944,alb.246486,alb.18066072,alb.18066087,alb.246334,alb.259391,alb.211413,alb.18066078,alb.136386,alb.246487,alb.88192,alb.122058"
Rock,Maria Muldaur,"alb.561358474,alb.353849473,alb.324474857,alb.144064560,alb.49907398,alb.70566738,alb.43526354,alb.41540575,alb.553926445,alb.32361395,alb.30972039,alb.30220989,alb.28259478,alb.685267073,alb.23363769,alb.16391638,alb.15257988,alb.598966544,alb.553584775,alb.683502619,alb.8801413,alb.122202596,alb.7282094,alb.700100238,alb.17455043,alb.295799,alb.15952994,alb.683199565,alb.266947,alb.272983,alb.321194,alb.140218,alb.212678,alb.725559778,alb.212675,alb.702488138,alb.15139805,alb.237290,alb.553926538,alb.598967584,alb.212676,alb.212679,alb.70197579,alb.116009,alb.438930944,alb.13646071,alb.212677,alb.212682,alb.30460503,alb.70189012,alb.212683,alb.532003612,alb.598967662,alb.212684,alb.8801398,alb.7282095,alb.491690861,alb.105633,alb.149260454,alb.420982847,alb.20983471,alb.20983472,alb.204463"
Rock,Dan Bern,"alb.505557356,alb.403968800,alb.242010215,alb.194213016,alb.198656779,alb.451690686,alb.179728664,alb.66263200,alb.62401925,alb.62403034,alb.62662807,alb.39161505,alb.31021528,alb.17078406,alb.17078421,alb.17078416,alb.11661537,alb.62970809,alb.140740573,alb.242403567,alb.6590133,alb.140740564,alb.140740547,alb.186074,alb.62973860,alb.242397512,alb.311783,alb.16056678,alb.131465,alb.117230,alb.58812793"
Rock,Peter Case,"alb.555532190,alb.508386437,alb.281495131,alb.203465172,alb.411035741,alb.45903485,alb.38489575,alb.15694870,alb.15237761,alb.23187122,alb.50277799,alb.50279053,alb.23187160,alb.6479236,alb.50276862,alb.23187157,alb.255673,alb.258655,alb.50274038,alb.232413,alb.23187144,alb.50277712,alb.153659,alb.153660,alb.50275559,alb.225963,alb.50276338,alb.18312235,alb.139021,alb.158071,alb.56168361,alb.56199001,alb.184946"
Rock,Mary Fahl,"alb.669386635,alb.682567514,alb.686296901,alb.446176349,alb.168607252,alb.126597866,alb.46024406,alb.289931,alb.42469095,alb.58100061,alb.58924997,alb.42425147,alb.241412"
Rock,The Wayfarers,"alb.629328669,alb.609205748,alb.571065847,alb.585208762,alb.424008238,alb.543240030,alb.359797564,alb.315087550,alb.193314043,alb.170842978,alb.164226249,alb.147776413,alb.139233066,alb.121736959,alb.121735709,alb.677906031,alb.113000912,alb.657956469,alb.62802576,alb.57895435,alb.50375311,alb.50376657,alb.50993301,alb.49123135,alb.49159264,alb.49123590,alb.677935677,alb.46248793,alb.661851205,alb.46220256,alb.42527588,alb.50189109,alb.25299973,alb.25299972,alb.25299974,alb.660147066,alb.665071363,alb.110008712,alb.24698902,alb.27385889,alb.655691351,alb.656271271,alb.663952060,alb.672339648,alb.19846898,alb.50188262,alb.674534719,alb.655692039,alb.665594363,alb.677905800,alb.657956708,alb.657955367,alb.660160424,alb.660143118,alb.665071890,alb.665071492"
Rock,Freedy Johnston,"alb.662241344,alb.658546247,alb.613349839,alb.31649193,alb.124519427,alb.609203797,alb.10748875,alb.68771150,alb.143084561,alb.6664794,alb.124327552,alb.277033,alb.276810,alb.9057646,alb.32749791,alb.306946,alb.25399007,alb.438922725,alb.606357372,alb.93241,alb.25399000,alb.438934496,alb.25398992,alb.261913,alb.438928318,alb.20983331,alb.212230,alb.523306684,alb.20983327,alb.212227"
Rock,Toni Price,"alb.203146144,alb.61699529,alb.61699987,alb.61701622,alb.66561127,alb.66561737,alb.66561616,alb.203143841,alb.203146169,alb.203143605,alb.291314,alb.61700432,alb.66560256,alb.203143148,alb.320353,alb.61697966,alb.66560844,alb.203555169,alb.126769,alb.88610,alb.61699333,alb.66560075,alb.88608,alb.61701436,alb.66560037,alb.203141934,alb.88609"
Rock,J Stu,"alb.682582692,alb.513509810,alb.451080368,alb.433249600,alb.329044053,alb.267487029"
Rock,The Roches,"alb.466853582,alb.226186,alb.16115028,alb.13802365,alb.60827660,alb.342642891,alb.54553994,alb.292668,alb.96078,alb.489830296,alb.288124,alb.221343,alb.303264,alb.208050991,alb.208953417,alb.163516,alb.315332,alb.230820,alb.32749865,alb.32750127,alb.101353,alb.213132,alb.427845121"
Rock,Tara MacLean,"alb.366258743,alb.263763439,alb.262891745,alb.492530859,alb.31609664,alb.52163502,alb.143015420,alb.262891315,alb.493218355,alb.20881104,alb.31609660,alb.120013,alb.50649838,alb.142250595,alb.262891170,alb.164134,alb.130893,alb.31609662,alb.52162819,alb.142250554,alb.262891263,alb.436761248"
Rock,Steve Petrunak,"alb.672547946,alb.665431235,alb.621459881,alb.621433691,alb.621419786,alb.584788482,alb.575471710,alb.570602312,alb.561241301,alb.553647502,alb.444371512,alb.384723117,alb.380734451,alb.354030205,alb.350099549,alb.347597427,alb.331335517,alb.328884633,alb.269224213,alb.269223787,alb.269223839,alb.269223930,alb.269224137,alb.269226381,alb.269226398,alb.218422368,alb.176292142,alb.176301643,alb.176301769,alb.176280688,alb.176307041,alb.176281984,alb.176305031,alb.176300316,alb.176140989,alb.176303870,alb.176286965,alb.176289992,alb.176325428,alb.172995690,alb.173091028,alb.173065566,alb.173140949,alb.173006864,alb.173119771,alb.173057957,alb.61255857,alb.61256151,alb.61255075,alb.61255773,alb.61254965,alb.61256009,alb.61256316,alb.61256095"
Rock,Disappear Fear,"alb.125398396,alb.47523031,alb.47493209,alb.15450063,alb.10404131,alb.119801,alb.427073134,alb.140581,alb.413206413"
Rock,Laura Love,"alb.600116383,alb.599098598,alb.433100973,alb.31021971,alb.16139261,alb.6072556,alb.272141,alb.320329,alb.395545597,alb.187117,alb.187116,alb.183374,alb.144361,alb.187120,alb.187119,alb.124656"
Rock,Darryl Purpose,"alb.224727109,alb.66870527,alb.22273024,alb.9815486,alb.9815424,alb.193112,alb.315094,alb.225487"
Rock,The Burns Sisters,"alb.177966507,alb.66776474,alb.279239,alb.353733190,alb.353733338,alb.151872,alb.211811,alb.210893253,alb.222353819,alb.151959,alb.353612619,alb.175237,alb.625363545"
Rock,Kristen Hall,"alb.357870020,alb.124923,alb.134306,alb.134307"
Rock,Fleetwood Mac,"alb.661196146,alb.661073137,alb.660985318,alb.660626004,alb.660800713,alb.576334017,alb.418883126,alb.418919899,alb.611958859,alb.416792672,alb.336538474,alb.327530072,alb.325482011,alb.295660519,alb.295795764,alb.410969647,alb.469935584,alb.256171041,alb.256812046,alb.256812238,alb.256814139,alb.411004429,alb.239812448,alb.411069782,alb.428630171,alb.234193447,alb.234193578,alb.234193617,alb.234198086,alb.234192959,alb.234193108,alb.234193213,alb.234193244,alb.234193696,alb.234193796,alb.54410578,alb.54248812,alb.57675136,alb.32034953,alb.207308373,alb.56942431,alb.57548749,alb.24774259,alb.22872814,alb.55265055,alb.55264931,alb.119905403,alb.71062973,alb.57277916,alb.71915308,alb.118497295,alb.118795585,alb.235730114,alb.498354100,alb.6708535,alb.6708523,alb.6356507,alb.6356506,alb.6087107,alb.428651966,alb.298664,alb.54136024,alb.317403,alb.411196183,alb.118988,alb.127146,alb.57671124,alb.208333,alb.70824022,alb.185387657,alb.503418203,alb.114970,alb.57677274,alb.120494,alb.174326,alb.124670,alb.28661090,alb.248100,alb.277150,alb.120904,alb.111947,alb.229182,alb.28661089,alb.163201,alb.28661088,alb.27748873,alb.103439,alb.57673855,alb.259946,alb.119587,alb.58973770,alb.57838273,alb.190875,alb.430543113,alb.71142741,alb.225964,alb.410984376,alb.102276,alb.105770,alb.92822,alb.28190127,alb.238357840,alb.411142220,alb.28190128,alb.411229271,alb.467597217,alb.573282615,alb.573204337,alb.144813,alb.207308664,alb.411053934,alb.207308564,alb.411083922,alb.411046949,alb.442026326,alb.442026416,alb.110772860,alb.110772901,alb.411224950,alb.468500105,alb.503418112,alb.524096609,alb.70964438,alb.26742349,alb.410994630,alb.467596523,alb.503417960,alb.101364,alb.256812173,alb.411028800,alb.435520691,alb.142156,alb.256812086,alb.411029849,alb.435520905,alb.199955,alb.256813056,alb.411028242,alb.484905965,alb.242115,alb.256814549,alb.411026028,alb.487855797,alb.663424152,alb.664415893,alb.6584768,alb.58259533,alb.261901,alb.256812185,alb.411023053,alb.435520712,alb.663390482,alb.664415663,alb.113351,alb.256814160,alb.411035158,alb.628475381,alb.628185729,alb.660618007,alb.663389035,alb.57678472,alb.57514075,alb.336554539,alb.336549592,alb.410932316,alb.504230885,alb.129830,alb.659985979,alb.663389344,alb.6584765,alb.6584764,alb.58831588,alb.58310406,alb.6584763,alb.57669955,alb.58824923,alb.72399615,alb.72125918,alb.158786"
Rock,Eagles,"alb.662451016,alb.662455909,alb.639123158,alb.520589231,alb.520570704,alb.589716312,alb.379570658,alb.379572256,alb.368296991,alb.357863147,alb.335635516,alb.333025754,alb.410928771,alb.306639417,alb.286467113,alb.410958472,alb.284850529,alb.297501969,alb.265481889,alb.249228818,alb.240165221,alb.235769890,alb.244484990,alb.244484418,alb.228616310,alb.682292741,alb.227417260,alb.221817529,alb.219942089,alb.218204304,alb.220233077,alb.202533608,alb.133041963,alb.113160172,alb.411136487,alb.411159435,alb.113240320,alb.411234025,alb.411142675,alb.411173892,alb.411174185,alb.428627190,alb.428631124,alb.428633117,alb.428635620,alb.580492733,alb.16861770,alb.57396060,alb.57393487,alb.57394184,alb.57398962,alb.57399012,alb.411228809,alb.411224216,alb.9057643,alb.274174,alb.428661252,alb.296317,alb.119313,alb.113160448,alb.316030,alb.211472,alb.321842847,alb.321680,alb.113160017,alb.11371165,alb.425152237,alb.505609050,alb.113160148,alb.411147823,alb.580492771,alb.317154,alb.113160262,alb.271178,alb.113160345,alb.411174057,alb.113159994,alb.113160136,alb.113160610,alb.113160005"
Rock,The Beatles,"alb.714705216,alb.642671057,alb.642665014,alb.618891739,alb.618892525,alb.618892804,alb.417301194,alb.408227865,alb.420951413,alb.364716906,alb.335138744,alb.421154054,alb.328755870,alb.420951263,alb.327469006,alb.305200129,alb.307291382,alb.301378062,alb.301378724,alb.301499155,alb.301500554,alb.301500789,alb.301386070,alb.301398185,alb.301499054,alb.301398017,alb.301399201,alb.262469491,alb.262474666,alb.361767239,alb.420951381,alb.246579831,alb.237366609,alb.237510177,alb.225739898,alb.225120555,alb.194493065,alb.202012965,alb.200881955,alb.154071195,alb.153600354,alb.153603979,alb.153604028,alb.146893258,alb.160955132,alb.164562618,alb.164619169,alb.147780168,alb.147778672,alb.319196159,alb.122952847,alb.120249257,alb.112092139,alb.125181816,alb.72318169,alb.67211774,alb.69533180,alb.69643728,alb.65030470,alb.682674502,alb.69312183,alb.65193191,alb.64106092,alb.68687136,alb.52839256,alb.135903860,alb.29924194,alb.21308987,alb.12568108,alb.299660,alb.121635,alb.198398,alb.209392243,alb.209359763,alb.309489,alb.253392,alb.190918,alb.157146,alb.70088266,alb.190190,alb.305200052,alb.320040396,alb.339804257,alb.96753,alb.230766,alb.222537631,alb.223454122,alb.95429,alb.222537968,alb.223454173,alb.7072157,alb.198136,alb.194802,alb.222537812,alb.223454220,alb.305089,alb.96754,alb.190916,alb.190834,alb.275840,alb.211613,alb.101087,alb.319197072,alb.309196,alb.175108,alb.112463,alb.96750,alb.210040023,alb.210137123,alb.209392043,alb.209359810,alb.243863,alb.98713,alb.233644,alb.194806,alb.167770,alb.209391922,alb.209392168,alb.209359735,alb.209359907,alb.243748,alb.171350,alb.230618,alb.209391993,alb.209359865,alb.206268,alb.209391871,alb.209359653,alb.209392196,alb.209359688,alb.271378,alb.209392372,alb.209359703,alb.227178,alb.216690,alb.209391814,alb.209359894,alb.220919,alb.209392219,alb.209359879,alb.222799,alb.209391734,alb.209359794,alb.238673,alb.209391841,alb.209359937,alb.231270,alb.209392403,alb.209359969,alb.314325,alb.209391856,alb.209359953,alb.225677,alb.209391720,alb.209359985,alb.314324,alb.158115921,alb.209391826,alb.209359672,alb.247266009,alb.342680317,alb.322046,alb.209391978,alb.209359849,alb.250608956"
Rock,The Rolling Stones,"alb.674250810,alb.667365371,alb.620369183,alb.620363232,alb.594603910,alb.594578792,alb.627305158,alb.524178094,alb.513070243,alb.513101122,alb.629445394,alb.507114591,alb.507098653,alb.629210219,alb.419455097,alb.419537754,alb.621816352,alb.417228802,alb.417501758,alb.629458378,alb.626109447,alb.410102565,alb.384595052,alb.384600780,alb.621817999,alb.380622569,alb.368614432,alb.468668646,alb.468678758,alb.336123865,alb.359592138,alb.416303998,alb.416409748,alb.320226822,alb.359306042,alb.621817724,alb.307280578,alb.289709448,alb.290343619,alb.288442263,alb.276518643,alb.276646848,alb.228242783,alb.264735932,alb.264736505,alb.264736701,alb.264737469,alb.264508701,alb.264508760,alb.264508810,alb.264508986,alb.264509009,alb.264505815,alb.244215291,alb.244900539,alb.359426640,alb.237797215,alb.243032523,alb.239308292,alb.239989555,alb.230215890,alb.229224827,alb.210040311,alb.335714971,alb.134811184,alb.627618083,alb.118645443,alb.284039827,alb.76300161,alb.68087707,alb.67770448,alb.67770504,alb.68119853,alb.484935472,alb.488260030,alb.47266581,alb.55314660,alb.55295107,alb.194761544,alb.45698887,alb.54410219,alb.54401584,alb.198568,alb.114341128,alb.114346480,alb.114348407,alb.171558987,alb.57626091,alb.484931418,alb.107131657,alb.114581918,alb.19847183,alb.19750489,alb.57307982,alb.57306969,alb.108517121,alb.114452161,alb.195068498,alb.114564948,alb.114557922,alb.8801760,alb.50297134,alb.38365400,alb.56173613,alb.56200286,alb.107135623,alb.195081054,alb.484935391,alb.114341947,alb.55310748,alb.55483733,alb.55461982,alb.55386133,alb.55391041,alb.55531400,alb.55544551,alb.57405128,alb.114582618,alb.24284805,alb.56182371,alb.56208092,alb.55476691,alb.55459971,alb.114251195,alb.343632449,alb.216653,alb.50513210,alb.56159647,alb.56160644,alb.107142008,alb.114581397,alb.484930970,alb.198609,alb.55545769,alb.55552245,alb.57402093,alb.114005355,alb.114581961,alb.233034,alb.56173296,alb.56177355,alb.114582307,alb.484935578,alb.30937603,alb.55550332,alb.55544155,alb.231762,alb.56163180,alb.56178272,alb.57234453,alb.76079964,alb.114580883,alb.484930812,alb.243858,alb.56175134,alb.56163664,alb.114582597,alb.195055906,alb.484935754,alb.108060,alb.56177303,alb.56204652,alb.107132298,alb.484936152,alb.293597,alb.55647969,alb.55650788,alb.47982332,alb.56175146,alb.56199814,alb.107130388,alb.484936497,alb.620376902,alb.620417379,alb.6856569,alb.24284812,alb.56167478,alb.56157993,alb.114582261,alb.28503607,alb.248064,alb.56171816,alb.56175375,alb.107134585,alb.114581282,alb.484931182,alb.28503606,alb.51799876,alb.55225715,alb.55225803,alb.55226052,alb.55226259,alb.57236229,alb.104530001,alb.114581460,alb.484935809,alb.30848494,alb.55546628,alb.55534887,alb.105102698"
Rock,Journey,"alb.691606946,alb.680319835,alb.660416412,alb.645622393,alb.512437237,alb.509626259,alb.518991689,alb.475903095,alb.483329822,alb.426253480,alb.399063901,alb.582037437,alb.592183204,alb.392921182,alb.541279684,alb.370163462,alb.391779715,alb.332034241,alb.326342644,alb.329646734,alb.331605798,alb.270437370,alb.264612285,alb.388397567,alb.388397720,alb.219565411,alb.232029744,alb.201235014,alb.200117179,alb.576277616,alb.192642092,alb.331217445,alb.330981904,alb.167494951,alb.168909936,alb.169647522,alb.153239837,alb.141897646,alb.127505460,alb.98320458,alb.71879204,alb.67752258,alb.110418608,alb.55004227,alb.55003507,alb.51229861,alb.51229896,alb.392796750,alb.608549006,alb.54928141,alb.55001462,alb.67307115,alb.46611631,alb.392807799,alb.55421884,alb.415361675,alb.55868492,alb.21456870,alb.67306949,alb.8775755,alb.57290532,alb.57515709,alb.7668017,alb.55872931,alb.111918382,alb.100795,alb.55868882,alb.189414,alb.58124299,alb.56155264,alb.323022,alb.252029,alb.454892679,alb.56536113,alb.238129,alb.10909370,alb.55346103,alb.55347300,alb.57838854,alb.270602,alb.687588617,alb.21113654,alb.114517,alb.72393130,alb.267829,alb.11069127,alb.91506,alb.56326480,alb.56341203,alb.111597163,alb.11548888,alb.56967241,alb.111557676,alb.301527,alb.15726338,alb.56964068,alb.24051830,alb.114321,alb.56533765,alb.29581559,alb.87147,alb.71896686,alb.189078,alb.123746,alb.283936"
Rock,Bruce Springsteen,"alb.718224552,alb.669459040,alb.669459293,alb.663154546,alb.659881139,alb.659114491,alb.637327853,alb.637080151,alb.637081551,alb.637093103,alb.637298709,alb.637053679,alb.637049710,alb.625355587,alb.625332528,alb.561361278,alb.522227600,alb.522281144,alb.611939922,alb.489990811,alb.481543698,alb.472147801,alb.441696482,alb.419365015,alb.416353707,alb.416450027,alb.612648692,alb.399186658,alb.384471029,alb.395473737,alb.612467469,alb.361816846,alb.346124906,alb.340689718,alb.400179441,alb.611896552,alb.337543403,alb.332900531,alb.400085837,alb.611912053,alb.331960468,alb.329990559,alb.328144855,alb.398772148,alb.611806936,alb.284855009,alb.264097785,alb.262067240,alb.261516300,alb.257454583,alb.251131454,alb.251075980,alb.248524919,alb.292820687,alb.238762659,alb.392387276,alb.614839556,alb.233373179,alb.232301064,alb.231463259,alb.230219079,alb.230220584,alb.230233201,alb.230221849,alb.230256192,alb.230239191,alb.230229514,alb.230219430,alb.230260269,alb.227416765,alb.219374671,alb.207836902,alb.392375436,alb.609953053,alb.198643217,alb.199763725,alb.194228826,alb.187541389,alb.186311488,alb.184992685,alb.185869060,alb.187713866,alb.173308057,alb.167055740,alb.163403410,alb.152546415,alb.142985774,alb.395836989,alb.133869439,alb.327957372,alb.396462909,alb.608999159,alb.143368707,alb.76306649,alb.60633739,alb.54057805,alb.608620442,alb.608620269,alb.635632120,alb.635632260,alb.52326269,alb.62576079,alb.66293559,alb.68322411,alb.42398551,alb.395815080,alb.664995754,alb.395911719,alb.392387140,alb.55427778,alb.25463406,alb.56853761,alb.392387326,alb.607698163,alb.200529,alb.193106867,alb.16587992,alb.55528006,alb.135067708,alb.292432706,alb.398772020,alb.611795308,alb.14936203,alb.141958790,alb.56754475,alb.607640743,alb.395836316,alb.111015991,alb.9940660,alb.11853139,alb.57287272,alb.57289448,alb.56941525,alb.9233285,alb.16096863,alb.13099038,alb.110907255,alb.7273272,alb.607973475,alb.56439576,alb.56332096,alb.297283,alb.55422998,alb.54930656,alb.55424898,alb.201829714,alb.71142489,alb.56440001,alb.56332300,alb.56536335,alb.56546334,alb.72039321,alb.395789747,alb.607531153,alb.228557,alb.56534132,alb.312102,alb.256154,alb.87102,alb.56969365,alb.110908284,alb.228052,alb.56769603,alb.322948,alb.121024,alb.56536905,alb.57495498,alb.608053563,alb.165665,alb.57544527,alb.607942961,alb.392370625,alb.208939,alb.55722990,alb.55723559,alb.55421288,alb.71421759,alb.56331916,alb.715677887,alb.216681,alb.211279,alb.57544572,alb.57294708,alb.58131131,alb.608097337,alb.608097432,alb.392375708,alb.392382075,alb.255106,alb.72378918,alb.225676,alb.39472356,alb.56537271,alb.72193040,alb.392370774,alb.607593893,alb.270698,alb.56357046,alb.607656525,alb.109854"
Rock,Tom Petty,"alb.722778653,alb.664065195,alb.663885723,alb.663866891,alb.663904752,alb.663866876,alb.663866760,alb.664131882,alb.663848548,alb.663630908,alb.603293945,alb.590724810,alb.593783641,alb.593803652,alb.585361274,alb.585362696,alb.585358140,alb.585363294,alb.585363579,alb.585363713,alb.574675451,alb.574684868,alb.585257052,alb.571080299,alb.571074928,alb.571117285,alb.585257673,alb.585258367,alb.585259856,alb.585233265,alb.569270836,alb.569252774,alb.569262456,alb.569274576,alb.569227196,alb.569278150,alb.558152695,alb.558153072,alb.558119794,alb.558153656,alb.558153665,alb.585247654,alb.585259221,alb.544182054,alb.544182384,alb.543998778,alb.543782350,alb.543156867,alb.543212444,alb.558564109,alb.543329627,alb.543681866,alb.544184982,alb.544104166,alb.543351226,alb.543782716,alb.526260612,alb.524566203,alb.543797987,alb.520572506,alb.520552679,alb.520573068,alb.521783448,alb.523103254,alb.523079275,alb.523611053,alb.523510003,alb.523510167,alb.518800483,alb.585247631,alb.516216652,alb.514456224,alb.515601923,alb.514389164,alb.543702265,alb.512294851,alb.512050447,alb.512270224,alb.512270617,alb.512060357,alb.512270649,alb.512245191,alb.515635376,alb.585247707,alb.585246783,alb.585235305,alb.585231139,alb.585353627,alb.478971918,alb.485150881,alb.485558633,alb.454573327,alb.454582187,alb.478968560,alb.485760397,alb.444854223,alb.444822734,alb.585256216,alb.443111599,alb.442938667,alb.442875819,alb.442968516,alb.442968757,alb.442968804,alb.426344920,alb.426338004,alb.426338115,alb.426334213,alb.426266902,alb.426332541,alb.426335820,alb.426336235,alb.443071583,alb.443180534,alb.506948750,alb.426255560,alb.415025575,alb.415078682,alb.415021960,alb.414907814,alb.518735847,alb.585234010,alb.410201383,alb.489696328,alb.401921287,alb.401921459,alb.401920743,alb.543825336,alb.401905630,alb.625099822,alb.399262250,alb.399253283,alb.399253366,alb.484923568,alb.558523467,alb.625099906,alb.394997384,alb.394976964,alb.512061993,alb.394828581,alb.394828060,alb.394829066,alb.489168489,alb.388077685,alb.384680815,alb.379572206,alb.379572229,alb.379572346,alb.379572396,alb.379572084,alb.379571451,alb.379571732,alb.392916112,alb.392916138,alb.392916123,alb.392916174,alb.394828075,alb.392915765,alb.392914185,alb.392914784,alb.442886295,alb.442934775,alb.487875995,alb.526175850,alb.543598724,alb.543277575,alb.494974251,alb.356096336,alb.359895961,alb.380624820,alb.455418315,alb.628976285,alb.331605764,alb.330840273,alb.330113031,alb.410981125,alb.411000499,alb.453953395,alb.442272275,alb.317786349,alb.314680813,alb.479856083,alb.300000122,alb.545465414,alb.296195415,alb.291023830,alb.291022581,alb.291022616,alb.291022931,alb.291022946,alb.282801854,alb.282802472,alb.282802493,alb.282802600,alb.284843320,alb.280957213,alb.269722504,alb.273491085,alb.255630688,alb.220381096"
